31,105
179,136
14,39
222,77
177,89
24,82
0,148
211,158
175,66
50,145
170,51
49,89
217,137
213,214
137,163
155,246
84,48
232,78
156,83
85,114
221,20
15,51
56,100
29,190
98,99
140,255
136,84
222,181
244,36
192,18
182,116
181,204
70,180
185,7
205,226
137,69
13,183
244,255
186,224
77,144
126,165
52,39
179,205
39,243
59,173
254,126
220,156
94,139
136,83
135,104
227,31
133,128
44,214
232,146
20,62
235,225
255,69
147,121
49,136
169,87
169,80
191,19
26,81
121,180
94,93
137,71
16,189
83,104
215,179
12,255
231,22
198,44
234,28
2,84
171,85
214,195
199,73
188,70
172,63
80,64
184,144
31,140
246,155
232,176
95,69
47,162
12,221
34,239
108,190
205,1
193,41
204,24
187,129
48,212
242,155
236,244
95,247
120,163
90,119
23,85
111,222
84,7
130,136
89,8
15,233
104,40
19,117
7,26
136,223
209,157
38,0
179,245
237,224
111,171
73,65
55,254
156,94231,117
75,129
65,161
214,163
44,240
102,148
101,134
210,74
141,209
212,210
147,193
55,118
163,216
36,19
156,32
198,172
236,251
76,138
39,248
102,84
6,137
80,90
123,159
124,122
87,242
105,127
6,163
135,255
107,30
156,59
179,39
4,44
66,29
249,151
135,85
239,61
230,159
104,82
93,68
87,118
122,171
203,84
33,236
6,178
60,65
99,10
155,199
179,237
27,95
100,147
220,164
187,69
131,131
85,85
79,100
170,69
235,13
174,48
172,55
204,99
113,171
181,236
252,184
216,72
176,209
95,5
88,130
86,247
201,21
230,228
47,245
253,191
166,92
225,137
42,58
123,237
76,250
23,110
76,44
184,127
117,199
54,65
47,39
56,109
70,199
146,176
93,124
63,247
209,237
2,228
189,214
6,127
69,253
33,123
237,183
79,161
135,128
14,244
16,245
230,200
247,204
176,65
199,98
2,23
70,96
203,177
214,105
41,185
165,204
54,30
226,238
165,167
40,8
175,52
97,22
230,227
253,85
225,186
219,98
33,90
164,237
224,142
80,170
178,75
186,118
224,135
89,255
104,146
27,8
12,226
185,243
36,238
127,240
228,108
253,189
121,206
129,224
121,164
20,169
86,57
248,127
241,76
236,136
68,236
36,54
135,32
221,123
85,236
63,62
10,227
168,13
25,54
221,143
120,90
0,223
141,197
242,245
9,120
205,241
143,30
124,238
104,151
5,87
231,66
51,26
247,181
207,50
117,87
147,131
53,248
121,103
194,79
156,189
50,69
170,204
255,2
216,128
157,15
197,164
194,98
95,224
8,224
102,36
248,2
9,78
188,184
145,132
96,236
45,94
73,59
142,244
167,153
22,64
8,23
159,119
130,112
143,153
155,222
13,51
62,76
118,38
12,170
134,127
191,21
251,201
78,92
90,134
114,96
95,181
238,228
218,179
119,225
91,81
218,234
28,142
198,80
122,126
84,125
98,6
89,210
94,146
155,19
67,7
135,124
216,211
14,176
199,89
222,174
209,117
133,234
197,170
181,189
234,195
77,106
132,246
54,133
231,120
235,247
18,212
152,226
220,162
74,5
44,246
249,247
176,128
235,15
229,91
58,172
193,27
144,104
172,6
237,75
52,46
225,128
254,37
195,178
123,163
197,192
155,208
164,147
253,141
242,73
236,40
215,189
133,174
15,134
77,196
138,75
37,212
27,178
5,108
115,208
234,69
43,52
131,150
140,204
58,252
24,119
120,65
94,195
111,29
11,59
149,232
48,117
49,43
0,88
98,243
51,110
142,9
171,39
149,119
187,4
123,127
66,36
45,54
88,202
81,198
246,18
48,188
7,40
87,94
18,154
210,176
1,204
241,80
61,14
204,41
111,164
55,130
211,7
31,177
241,110
196,118
10,125
135,98
70,196
37,68
37,20
55,140
43,128
225,116
189,154
191,17
255,46
159,125
236,224
71,248
94,203
87,108
245,61
160,137
2,157
140,114
242,133
74,142
77,142
99,164
30,88
111,168
75,63
62,131
49,139
133,179
173,162
195,9
65,26
132,70
194,231
169,43
105,211
221,94
227,169
160,85
109,192
35,148
55,3
94,174
0,137
200,61
226,80
24,0
110,180
98,9
126,233
169,52
18,140
221,13
11,190
17,16
250,242
169,167
249,145
237,202
155,161
16,41
5,20
77,152
53,72
247,113
83,74
49,151
91,227
12,62
223,20
183,181
134,69
178,240
42,26
26,93
240,231
106,132
63,240
115,32
130,81
44,130
120,182
199,152
132,142
10,56
28,37
26,246
242,242
231,119
74,139
86,135
227,196
93,220
197,237
211,214
89,183
10,116
55,215
83,45
104,81
49,231
216,123
91,154
40,99
8,247
245,242
221,48
12,130
74,191
189,234
209,246
21,55
96,122
113,138
184,217
40,84
200,136
40,158
187,16
225,231
174,32
249,197
29,102
146,150
76,140
141,3
53,138
103,91
73,62
162,130
83,76
213,113
26,242
53,8
172,170
114,74
6,165
19,247
43,145
27,230
213,139
191,76
105,51
184,54
105,17
231,209
160,169
131,243
160,108
161,121
41,236
114,163
125,39
159,65
138,186
246,230
103,106
124,202
34,66
47,102
166,245
19,171
185,5
109,56
203,124
217,115
21,81
2,21
246,46
213,119
73,20
29,227
185,175
47,159
70,139
232,95
151,66
129,176
87,248
110,103
161,66
123,134
216,112
226,231
148,26
82,26
23,197
241,101
95,143
101,91
7,10
209,183
209,156
208,91
93,251
182,2
13,116
131,34
103,47
14,154
76,164
254,120
3,46
43,42
177,126
205,182
125,85
192,235
72,196
171,122
226,49
13,51
36,157
82,176
138,66
77,205
1,231
39,237
97,206
92,31
229,102
212,18
235,108
79,38
152,110
91,244
120,38
12,188
166,240
87,249
83,219
179,40
178,230
118,21
156,121
205,94
176,214
147,201
189,187
181,185
243,189
18,50
63,11
214,59
102,232
132,121
87,192
201,172
65,186
151,24
184,42
246,24
247,74
72,115
209,156
91,3
8,34
119,194
44,188
173,134
2,2
34,148
158,127
59,41
131,245
6,135
99,213
124,174
64,39
234,144
158,82
164,72
42,109
114,29
163,150
151,199
93,192
45,109
130,249
90,203
155,141
79,245
45,117
154,39
135,174
59,15
186,76
141,117
110,182
146,155
33,168
188,148
55,2
133,81
48,18
211,238
21,183
173,82
39,153
143,143
79,34
164,63
176,21
125,134
13,151
87,47
247,98
82,157
163,99
120,117
226,10
249,213
198,201
65,89
16,219
239,200
245,196
175,137
12,13
162,214
18,150
88,75
146,87
246,111
39,61
57,160
213,104
75,40
90,203
249,108
37,207
163,60
34,222
78,75
139,224
147,31
152,86
65,46
164,204
73,199
168,77
134,105
68,222
203,80
43,113
82,208
45,49
8,191
35,109
230,126
225,91
215,56
188,55
61,40
78,115
23,209
131,62
73,172
251,18
228,98
230,1
155,135
169,249
9,210
15,143
103,25
172,32
19,63
190,251
120,170
100,51
22,15
110,242
92,138
114,246
223,117
36,254
114,98
208,149
164,199
195,123
70,28
110,141
91,201
194,103
42,5
184,103
95,120
20,6
134,124
171,209
183,159
24,111
67,114
110,216
121,241
133,5
101,203
59,199
50,192
40,45
17,88
134,251
227,220
141,112
180,167
54,82
75,184
237,175
226,95
94,68
90,128
145,164
22,175
163,214
85,224
76,148
42,187
233,6
141,23
84,147
12,94
146,210
141,30
136,21
245,250
165,205
71,99
119,96
12,4
176,77
149,185
98,210
60,146
179,130
19,171
239,208
103,164
4,223
21,99
181,243
100,244
99,11
13,179
236,140
26,122
78,103
210,77
238,108
211,23
222,148
235,120
127,66
74,212
22,22
15,167
145,23
102,90
56,73
169,202
112,207
228,83
186,63
186,218
207,4
189,181
106,230
109,29
51,220
50,95
220,160
94,221
64,25
122,94
16,248
118,25
141,121
124,234
190,167
168,160
39,244
17,48
115,174
251,140
149,94
160,210
181,63
237,179
226,252
198,56
208,31
63,103
119,50
6,243
224,163
245,108
3,128
9,243
134,37
142,129
19,54
136,28
246,77
179,80
134,232
156,12
232,5
220,159
128,59
70,210
24,214
53,25
58,94
232,229
63,209
233,42
106,227
36,190
147,227
45,183
195,221
12,56
210,95
161,16
107,247
108,78
89,217
11,126
245,7
106,128
83,162
209,163
51,197
124,174
4,133
231,53
29,62
28,220
42,39
221,176
247,132
40,78
215,54
20,242
148,223
63,18
99,249
155,113
216,135
140,221
68,222
232,200
114,110
33,119
3,90
184,37
92,90
22,107
216,42
253,149
23,41
12,212
108,245
202,155
198,18
105,165
242,66
10,193
124,86
162,166
187,1
143,222
241,81
96,75
42,81
179,33
4,30
225,89
220,221
81,162
62,183
147,12
216,32
197,59
252,156
169,19
55,251
115,141
212,228
249,59
221,65
91,138
25,226
150,21
217,178
168,176
15,158
58,47
202,198
64,243
205,37
45,145
28,73
65,210
248,210
130,240
207,170
39,39
4,85
34,12
96,104
55,43
49,172
20,123
183,208
10,30
161,148
169,145
185,116
73,190
39,218
95,121
52,181
90,154
92,163
103,255
244,54
88,178
247,74
118,107
159,237
60,186
166,96
18,130
210,146
236,13
105,107
105,142
150,36
161,6
6,54
8,243
248,178
34,247
36,109
98,197
95,41
210,140
139,127
231,12
207,248
140,41
237,93
112,65
195,189
21,163
96,167
141,102
126,23
192,22
13,92
47,109
25,103
79,252
99,198
93,104
107,109
220,64
208,99
38,68
196,130
140,210
62,141
50,93
248,249
254,233
42,181
109,156
75,125
203,235
131,27
66,151
69,213
217,225
38,134
141,96
79,71
133,249
25,240
225,230
195,3
140,230
233,127
39,112
247,192
23,61
183,33
172,122
152,231
76,212
67,218
26,188
183,45
157,88
162,40
123,162
1,39
22,158
67,207
177,18
102,116
27,41
218,61
187,249
73,42
53,185
251,180
221,139
238,227
56,159
120,235
219,24
93,212
86,4
250,82
10,10
144,151
39,171
92,36
165,118
223,2
87,253
189,196
137,146
0,19
46,83
99,100
201,57
42,41
221,247
248,233
184,71
168,82
139,18
32,177
49,150
150,210
217,227
118,27
139,183
233,229
176,116
203,56
219,212
38,173
156,148
253,126
137,18
120,68
33,12
183,154
208,134
159,154
215,181
108,182
23,175
241,224
161,67
127,189
12,41
100,103
249,233
35,27
88,38
38,180
69,111
104,197
107,191
108,40
114,53
159,54
37,228
80,38
69,128
238,44
53,6
63,97
202,131
56,95
20,36
210,162
13,189
44,62
178,119
5,151
79,71
120,202
232,82
95,253
172,151
25,240
57,5
64,36
250,0
185,99
178,2
252,146
43,207
253,35
146,168
185,24
247,147
177,81
226,185
219,50
237,119
202,224
237,250
89,79
54,253
73,55
62,173
98,150
7,38
1,150
246,53
205,113
190,132
144,188
231,250
155,98
210,177
243,197
55,231
239,94
21,255
3,112
106,217
51,6
64,101
65,77
172,235
176,229
232,231
222,222
175,230
123,220
76,175
191,121
231,245
74,114
95,7
229,154
14,53
54,167
17,21
20,164
198,22
154,241
236,87
202,80
82,89
24,221
17,154
66,70
73,201
47,180
45,92
223,231
159,171
183,50
245,45
197,100
245,36
189,135
15,177
190,67
72,107
75,224
165,139
14,133
0,103
206,89
29,116
129,53
108,9
139,35
219,147
216,52
78,172
249,14
12,97
82,32
174,127
239,58
190,179
212,230
181,55
204,238
94,65
234,1
174,209
193,14
126,159
61,133
27,49
171,176
157,54
198,101
81,224
33,29
171,60
100,93
245,200
55,20
234,32
33,59
57,236
94,150
144,189
74,216
50,187
103,172
129,90
82,43
5,31
234,102
83,81
7,232
205,169
197,176
129,246
255,59
54,243
18,165
20,174
197,165
6,33
225,6
115,10
246,59
116,107
184,91
199,62
244,233
120,216
230,187
242,174
30,240
235,114
202,123
179,119
231,83
164,102
78,120
33,68
167,221
128,230
24,135
98,154
43,4
108,74
115,46
147,76
174,35
56,131
63,87
251,120
24,178
180,91
99,255
39,216
41,7
65,222
116,117
159,191
251,107
110,15
75,239
96,127
44,234
112,255
9,78
175,22
0,22
195,38
95,82
75,244
22,28
244,214
24,145
19,31
37,106
207,89
51,25
153,60
206,145
136,115
70,73
136,68
121,182
139,46
245,225
158,6
1,202
251,150
6,35
120,1
107,44
126,22
97,146
173,174
10,71
229,88
59,108
173,191
96,104
118,91
56,114
69,242
244,204
244,194
231,204
194,73
30,194
99,136
173,195
215,205
120,190
23,159
39,45
214,229
58,191
36,58
142,29
37,103
96,46
194,42
126,44
236,94
79,140
225,65
28,114
161,153
34,241
122,182
232,1
136,183
1,12
176,184
149,143
21,254
29,212
67,20
161,244
30,102
151,5
144,119
94,134
183,254
7,11
99,61
185,63
217,247
102,178
136,28
33,113
23,150
52,155
125,149
74,32
15,216
29,36
130,24
54,214
208,134
162,144
167,211
37,196
25,180
149,211
101,17
212,250
56,193
40,102
249,170
234,52
159,248
76,27
29,65
142,32
252,35
130,101
114,242
127,114
130,5
201,207
240,111
35,78
18,173
55,58
240,122
107,74
124,217
14,251
22,2
103,217
119,117
215,217
236,74
112,248
176,253
49,19
24,251
15,203
208,227
125,39
168,21
182,23
85,160
68,38
29,52
212,44
68,26
242,85
2,66
202,145
6,118
241,12
19,176
43,92
78,59
245,72
147,104
73,50
78,232
101,209
154,200
96,8
40,23
43,218
30,235
60,69
176,193
73,207
229,147
204,118
151,76
139,31
90,108
70,9
40,235
98,55
237,151
74,160
181,218
39,189
43,46
57,75
184,163
176,35
162,232
128,113
249,251
70,140
107,210
233,213
45,9
91,197
67,192
71,145
139,209
163,247
42,66
111,65
85,81
148,120
113,248
157,161
64,44
89,195
120,185
153,227
170,57
0,232
27,44
83,55
119,102
175,82
121,57
23,222
230,253
13,215
72,68
129,98
168,198
57,127
37,180
50,117
45,208
129,119
70,114
34,132
125,243
228,29
0,103
227,0
109,232
145,172
218,209
226,201
208,128
246,136
23,231
33,214
239,240
113,250
219,58
201,83
145,125
112,234
165,158
80,94
55,125
65,202
21,57
84,194
106,77
173,74
202,87
211,179
252,230
191,104
41,187
230,182
92,129
69,202
17,109
215,44
251,52
152,61
170,83
42,129
190,15
159,59
65,50
225,215
24,213
224,178
